tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_HeadshotKillRatio,solo_AvgSurvivalTime
165663,1.27,0.75,268,2,0.11,18,6.7,266,154.08,0.28,1.48,1.26,1486.09,592.54,0.07,337,19,0.22,670.52
47636,0.88,0.37,268,1,0.01,18,6.7,267,108.57,0.16,1.21,0.87,1670.22,742.46,0.07,234,12,0.18,686.4
163248,1.7,2.99,268,8,0.21,40,14.9,260,195.78,0.35,1.62,1.65,2367.48,880.29,0.15,443,16,0.21,916.12
59839,1.41,1.49,268,4,0.05,43,16,264,173.81,0.35,1.46,1.39,2242.21,889.12,0.16,372,27,0.26,714.38
201421,0.66,0.75,268,2,0.09,22,8.2,266,88.86,0.13,1.19,0.66,2185.28,850.91,0.08,176,10,0.2,850.91
82619,0.85,0.75,268,2,0.06,33,12.3,266,99.06,0.18,1.04,0.84,1248.94,607.42,0.12,225,18,0.22,607.42
136669,2.12,4.48,268,12,0.52,41,15.3,256,232.72,0.5,1.28,2.03,2525.9,795.5,0.15,544,36,0.25,1381.53
46975,1.3,2.24,268,6,0.1,30,11.2,262,159.09,0.3,1.48,1.27,2499.99,873.27,0.11,341,26,0.24,848.31
167168,1.39,2.61,268,7,0.3,29,10.8,261,169.9,0.34,1.56,1.35,2184.69,730.93,0.11,362,21,0.25,789.98
28701,2.06,3.73,268,10,0.27,43,16,258,240.14,0.53,1.85,1.99,2407.3,774,0.16,532,37,0.27,908.44
24663,1.47,2.61,268,7,0.15,47,17.5,261,164.15,0.38,2.71,1.43,2903.7,962.95,0.18,383,21,0.27,962.95
177499,1.09,2.24,268,6,0.08,74,27.6,262,130.38,0.16,2.83,1.06,4514.67,1227.86,0.28,285,21,0.15,1227.86
31277,1.03,0,268,0,0,16,6,268,129.41,0.25,0.83,1.03,1734.73,579.13,0.06,276,19,0.24,579.13
48626,0.68,0.37,268,1,0.02,27,10.1,267,88.79,0.15,1.48,0.68,2359.51,855.75,0.1,182,15,0.22,1079.58
80021,1.26,1.87,268,5,0.17,41,15.3,263,146.52,0.21,0.91,1.24,3292.46,892.6,0.15,331,16,0.17,925.38
21116,1.01,0.37,268,1,0.33,11,4.1,267,130.55,0.16,1.31,1.01,1409.04,654.52,0.04,271,14,0.16,1195.22
107512,0.74,0,268,0,0,7,2.6,268,103.87,0.18,0.91,0.74,2078.47,716.52,0.03,197,20,0.25,716.52
49713,0.89,0,268,0,0,16,6,268,107.11,0.12,0.87,0.89,1451.77,590.57,0.06,238,18,0.14,590.57
124129,1.55,2.24,268,6,0.23,26,9.7,262,183.1,0.32,1.66,1.52,2878.58,751.87,0.1,407,16,0.21,718.83
65220,0.81,1.49,268,4,0.1,41,15.3,264,107.29,0.19,1.16,0.79,2825.52,913.39,0.15,213,18,0.23,1022.54
104228,1.21,1.5,267,4,0.07,30,11.2,263,146.58,0.25,1.48,1.19,3232.58,912.54,0.11,317,21,0.21,1108.31
180822,0.9,1.12,267,3,0.05,28,10.5,264,115.64,0.18,1.07,0.89,1940.93,782.95,0.1,238,8,0.21,985.08
88122,0.91,1.5,267,4,0.08,26,9.7,263,117.21,0.15,0.97,0.9,2128.52,778.27,0.1,240,18,0.17,724.97
15913,2.1,5.99,267,16,0.17,93,34.8,251,238.08,0.46,1.91,1.98,3927.24,1243.07,0.35,528,53,0.23,1243.07
76283,0.69,1.12,267,3,0.12,26,9.7,264,90.72,0.22,1.15,0.68,2482.9,835.66,0.1,182,20,0.32,835.66
157989,1.08,0.37,267,1,0.03,16,6,266,131.85,0.2,1.24,1.07,1490.93,631.05,0.06,286,11,0.19,1300.63
198165,1.75,5.24,267,14,0.18,58,21.7,253,192.6,0.34,1.52,1.66,2844.87,942.57,0.22,443,21,0.21,917.03
28665,1.07,0.75,267,2,0.18,21,7.9,265,139.24,0.21,1.12,1.06,1656.57,702.17,0.08,284,18,0.2,712.83
126049,0.66,0.75,267,2,0.03,27,10.1,265,89.91,0.13,1.32,0.66,2956.31,858.66,0.1,176,13,0.2,797.41
176894,1.54,4.12,267,11,0.28,44,16.5,256,183.87,0.25,1.53,1.48,2281.94,829.43,0.16,395,31,0.17,845.75
900,1.03,1.12,267,3,0.05,29,10.9,264,127.59,0.22,1.11,1.01,3156.8,826.2,0.11,271,13,0.22,466.38
32239,1,3.75,267,10,0.37,60,22.5,257,117.04,0.18,1.58,0.96,4737.67,1125.61,0.22,257,15,0.18,1134.78
118978,2.03,0.75,267,2,0.03,17,6.4,265,232.44,0.54,0.86,2.01,2033.96,618.94,0.06,538,20,0.27,718.62
30149,0.82,0.37,267,1,0.06,18,6.7,266,118.93,0.2,0.96,0.82,2238.43,704.98,0.07,218,16,0.24,704.98
103969,0.68,1.5,267,4,0.09,45,16.9,263,91.72,0.16,1.1,0.67,2211.13,921.6,0.17,179,16,0.23,964.16
209563,0.57,1.12,267,3,0.23,15,5.6,264,81.29,0.13,1.54,0.57,2259.21,821.15,0.06,151,17,0.23,830.71
38053,1.37,4.49,267,12,0.32,41,15.4,255,160.03,0.28,2.15,1.31,3558.25,943.75,0.15,350,22,0.21,968.98
140710,1.31,0.75,267,2,0.03,44,16.5,265,167.05,0.37,0.92,1.3,2710.89,874.44,0.16,346,22,0.29,849.41
76605,1.45,1.12,267,3,0.1,37,13.9,264,180.76,0.34,2.34,1.44,2410.73,872.94,0.14,384,31,0.23,855.73
163212,1.02,3.37,267,9,0.25,36,13.5,258,118.82,0.22,0.73,0.99,2093.31,774.18,0.13,263,15,0.22,753.05
3309,4.4,15.36,267,41,0.53,79,29.6,226,417.18,0.94,1.8,3.73,4403.75,1010.18,0.3,995,53,0.25,896.51
115073,0.6,0.75,267,2,0.06,19,7.1,265,80.59,0.12,0.87,0.59,2029.65,834.95,0.07,158,7,0.2,833.32
160716,0.77,0,267,0,0,9,3.4,267,102.43,0.16,0.97,0.77,1770.05,666.45,0.03,206,18,0.21,681.5
22401,2.23,1.87,267,5,0.14,35,13.1,262,252.04,0.64,1.4,2.19,2079.74,737.23,0.13,585,23,0.29,737.23
89634,1.52,1.5,267,4,0.2,23,8.6,263,169.97,0.35,1.61,1.5,1932.91,711.81,0.09,400,15,0.23,752.34
201603,1.66,5.99,267,16,0.17,89,33.3,251,183.3,0.22,3.67,1.56,4756.09,1232.97,0.33,417,32,0.14,1297.72
8162,0.82,1.87,267,5,0.21,13,4.9,262,94.88,0.12,1.71,0.81,2805.95,826.38,0.05,215,16,0.15,806.95
212843,1.43,2.62,267,7,0.14,42,15.7,260,166.78,0.36,1.64,1.4,2219.54,906.58,0.16,373,21,0.25,981.53
113864,0.52,0.37,267,1,0.04,27,10.1,266,78.91,0.12,1.04,0.52,4777.2,1045,0.1,139,19,0.23,1045
47893,1.09,2.25,267,6,0.11,59,22.1,261,134.02,0.23,1.97,1.07,2394.92,1005.33,0.22,285,20,0.21,1007.91
94061,0.54,0.75,267,2,0.07,33,12.4,265,69.66,0.07,1.15,0.54,2145.81,815.56,0.12,144,9,0.13,849.66
35822,1.45,1.5,267,4,0.14,31,11.6,263,167.36,0.34,1.38,1.43,2494.7,816.33,0.12,382,26,0.24,697.07
212918,1.38,2.25,267,6,0.12,26,9.7,261,155.86,0.19,1.81,1.35,2022.94,731.22,0.1,361,17,0.14,421.71
134148,1.16,1.87,267,5,0.13,36,13.5,262,134.47,0.17,2.53,1.14,2125.65,811.18,0.13,304,20,0.15,826.7
37003,0.79,1.12,267,3,0.05,29,10.9,264,100.38,0.14,1.28,0.78,2224.28,818.37,0.11,209,21,0.18,900.83
191555,1.08,0.38,266,1,0.06,16,6,265,134.05,0.27,1.44,1.07,1949.34,674.73,0.06,285,26,0.25,674.73
91135,1.05,0,266,0,0,16,6,266,133.03,0.21,1.51,1.05,1558.22,699.87,0.06,279,14,0.2,699.87
10187,0.91,0.75,266,2,0.19,29,10.9,264,109.69,0.14,1.47,0.91,2403.95,814.29,0.11,241,13,0.15,925.43
96495,1.74,2.63,266,7,0.09,28,10.5,259,197.78,0.36,1.2,1.69,2053.75,702.48,0.11,450,30,0.21,648.59
39696,1.1,0.38,266,1,0.02,29,10.9,265,144.29,0.25,1.1,1.1,2271.86,778.97,0.11,292,20,0.23,775.77
20958,1.01,0,266,0,0,21,7.9,266,126.99,0.2,0.98,1.01,1889.65,676.3,0.08,268,17,0.2,676.3
184812,1.46,1.5,266,4,0.11,37,13.9,262,189.13,0.34,2.14,1.44,2571.66,818.91,0.14,382,21,0.24,818.91
125646,1.39,3.01,266,8,0.23,35,13.2,258,177.95,0.33,1.27,1.35,2720.98,850.42,0.13,359,31,0.25,850.42
78425,1.19,1.5,266,4,0.09,45,16.9,262,151.21,0.3,1.65,1.17,4600.46,986.65,0.17,312,32,0.26,986.65
163440,0.63,1.13,266,3,0.03,34,12.8,263,82.02,0.16,1.89,0.62,3488.4,1007.13,0.13,165,16,0.26,1155.18
47914,1.02,1.5,266,4,0.06,23,8.6,262,116.84,0.2,0.85,1,2169.74,729.21,0.09,266,20,0.2,1043.59
182221,1.34,2.26,266,6,0.21,35,13.2,260,165.17,0.21,0.88,1.31,2394.93,810.41,0.13,348,26,0.16,734.37
175954,0.66,1.5,266,4,0.15,27,10.2,262,90.29,0.15,0.98,0.65,2278.91,836.53,0.1,172,14,0.23,875.86
152531,0.97,0.38,266,1,0.03,36,13.5,265,124.95,0.18,1.45,0.97,1760.93,792.51,0.14,257,15,0.19,792.51
91839,0.81,1.13,266,3,0.51,35,13.2,263,106.68,0.21,1.3,0.8,2463.63,859.4,0.13,213,13,0.27,1158.43
176443,0.66,0,266,0,0,24,9,266,88.4,0.17,1.95,0.66,1842.69,781.91,0.09,175,22,0.26,781.91
125665,0.6,0.38,266,1,0.05,20,7.5,265,85.83,0.08,1.12,0.6,2698.56,845.16,0.08,160,22,0.14,845.16
184229,0.43,0.38,266,1,0.04,28,10.5,265,65.29,0.08,0.5,0.43,2673.8,890.54,0.11,115,14,0.17,890.54
61808,1.1,0.75,266,2,0.17,15,5.6,264,137.63,0.2,1.13,1.09,1490.87,660.76,0.06,290,18,0.19,724.8
176320,1.48,1.5,266,4,0.05,53,19.9,262,184.43,0.29,1.47,1.46,3020.61,913.41,0.2,388,31,0.2,792.19
106389,0.65,0.75,266,2,0.07,29,10.9,264,77.51,0.15,1.36,0.64,3328.9,857.38,0.11,171,11,0.23,857.38
11051,0.92,1.13,266,3,0.06,51,19.2,263,115.76,0.12,1.12,0.91,2009.75,867.99,0.19,243,24,0.14,874.57
217008,0.96,0.38,266,1,0.02,29,10.9,265,119.97,0.22,0.88,0.95,2028.89,899.59,0.11,254,18,0.23,912.21
215410,1.09,0.38,266,1,0.12,25,9.4,265,134.19,0.22,1.45,1.08,2014.57,779.96,0.09,288,15,0.2,778.36
87346,1.44,1.5,266,4,0.06,31,11.7,262,183.87,0.25,1.21,1.42,3627.2,838.8,0.12,377,32,0.18,617.99
89121,0.37,0.75,266,2,0.04,39,14.7,264,52.79,0.09,1.75,0.37,3164.74,1050.67,0.15,98,4,0.24,910.94
49837,0.74,0.38,266,1,0.03,35,13.2,265,97.88,0.14,0.91,0.74,2464.42,736.8,0.13,196,12,0.19,736.8
189660,1,1.88,266,5,0.13,22,8.3,261,116.73,0.21,0.83,0.98,1817.11,719.03,0.08,262,12,0.21,1016.69
42065,2.01,6.77,266,18,0.19,96,36.1,248,222.53,0.34,1.26,1.87,5956.23,1248.1,0.36,498,38,0.18,1248.1
176393,0.52,0.38,266,1,0.04,28,10.5,265,67.31,0.08,0.97,0.52,2221.45,826.2,0.11,138,17,0.14,826.2
167863,1.63,2.26,266,6,0.21,33,12.4,260,197.64,0.38,2.02,1.59,2163.87,830.09,0.12,424,31,0.24,839.69
104311,1.92,1.5,266,4,0.2,26,9.8,262,214.92,0.39,1.95,1.89,1948.23,650.03,0.1,504,23,0.21,700.19
98721,0.9,0.75,266,2,0.21,20,7.5,264,118.8,0.18,0.97,0.89,2141.35,723.04,0.08,237,23,0.2,1063.48
45249,0.57,0.38,266,1,0.02,42,15.8,265,71.99,0.1,5.33,0.57,2117.31,1101.81,0.16,152,17,0.18,864.3
126162,1.3,0,266,0,0,23,8.6,266,158.53,0.29,1.11,1.3,1670.78,674.7,0.09,345,18,0.22,674.7
123434,0.88,0.75,266,2,0.28,11,4.1,264,109.3,0.12,1.27,0.88,1486.28,667.81,0.04,233,16,0.14,1197.22
165363,1.81,4.51,266,12,0.12,44,16.5,254,200.06,0.4,1.26,1.73,2721.33,883.93,0.17,461,20,0.23,766.62
53101,1.29,0.38,266,1,0.03,30,11.3,265,152.82,0.27,1.52,1.28,2436.65,828.17,0.11,341,19,0.21,828.17
45856,0.98,0.75,266,2,0.11,19,7.1,264,122.36,0.16,1.15,0.97,1553.2,655.59,0.07,258,21,0.17,655.59
146445,1.11,1.13,266,3,0.07,30,11.3,263,128.65,0.24,1.27,1.1,2668.14,726.44,0.11,293,20,0.22,620.56
149141,1.05,0.38,266,1,0.03,30,11.3,265,146.1,0.21,1.12,1.05,1885.09,909.31,0.11,278,17,0.2,909.31
173566,0.84,1.13,266,3,0.08,39,14.7,263,106.84,0.2,1.13,0.83,3155.35,866.88,0.15,221,15,0.24,867.2
14351,2.52,11.28,266,30,0.43,117,44,236,253.65,0.35,1.58,2.24,4901.91,1393.59,0.44,595,38,0.16,1241.53
165135,1.01,0.75,265,2,0.13,15,5.7,263,121.17,0.17,0.77,1,1615.55,629.58,0.06,265,11,0.17,629.58
213964,1.24,2.64,265,7,0.2,35,13.2,258,158.51,0.22,1.4,1.21,2679.68,959.91,0.13,321,20,0.18,959.91
129106,0.68,1.13,265,3,0.03,47,17.7,262,90.85,0.14,0.73,0.67,3987.36,1048.73,0.18,178,14,0.21,1433.05
145549,0.71,0,265,0,0,22,8.3,265,88.24,0.06,1.1,0.71,2185.06,766.7,0.08,188,9,0.09,766.7
125538,1.3,1.89,265,5,0.07,45,17,260,159.41,0.3,1.47,1.27,3356.15,921.37,0.17,337,22,0.23,1133.92
35785,2.15,5.28,265,14,0.2,72,27.2,251,246.2,0.55,2.03,2.04,3610.41,1129.08,0.27,540,40,0.27,1058.77
112857,1.81,1.13,265,3,0.06,24,9.1,262,220.49,0.45,1.6,1.79,1991.99,737.98,0.09,475,30,0.25,733.23
47526,0.91,0.38,265,1,0.03,22,8.3,264,117.32,0.14,0.91,0.91,1507.98,629.33,0.08,240,12,0.15,715.32
152914,1.21,1.89,265,5,0.18,28,10.6,260,156.29,0.17,1.78,1.18,2011.92,753.22,0.11,314,21,0.14,765.94
118390,0.63,1.13,265,3,0.04,38,14.3,262,85.05,0.11,1.01,0.62,2120.36,816.04,0.14,164,20,0.18,807.51
173534,0.57,0,265,0,0,25,9.4,265,82.36,0.1,0.88,0.57,2509.98,790.99,0.09,152,12,0.17,790.99
71768,0.59,0.38,265,1,0.04,26,9.8,264,82.54,0.11,1.08,0.59,2344.85,845.97,0.1,156,12,0.19,845.97
155386,1.5,1.51,265,4,0.31,13,4.9,261,175.45,0.27,1.08,1.48,1360.12,562.41,0.05,391,25,0.18,562.41
118807,2.42,9.43,265,25,0.23,109,41.1,240,248.57,0.46,2.61,2.19,5759.4,1319.21,0.41,581,164,0.21,1478.75
149300,1.32,2.64,265,7,0.2,20,7.5,258,152.89,0.32,1.22,1.28,1700.75,533.37,0.08,340,18,0.25,554.33
17368,1.11,3.02,265,8,0.14,28,10.6,257,140.76,0.25,1.03,1.07,2667.9,889.03,0.11,284,15,0.23,932.15
199300,0.84,0.38,265,1,0.06,16,6,264,107,0.18,0.95,0.84,1678.32,663.83,0.06,223,18,0.21,663.83
175040,0.87,1.89,265,5,0.05,38,14.3,260,114.62,0.15,1.2,0.85,3358.88,1002.79,0.14,225,27,0.18,1261.95
67435,1.33,2.26,265,6,0.09,41,15.5,259,168.9,0.27,1.38,1.3,2402.83,869.71,0.15,345,30,0.21,811.02
181222,0.78,0.38,265,1,0.06,16,6,264,98.63,0.16,0.9,0.78,1928.88,673.26,0.06,207,11,0.21,673.26
90677,1.56,1.89,265,5,0.19,28,10.6,260,184.15,0.31,1,1.53,2295.35,766.21,0.11,406,12,0.2,776.86
110570,1.04,1.89,265,5,0.04,35,13.2,260,141.58,0.23,2.03,1.02,2115.43,851.66,0.13,271,24,0.23,811.07
202529,1.53,3.77,265,10,0.4,28,10.6,255,169.52,0.31,1.79,1.47,1762.23,833.74,0.11,390,13,0.21,918.42
155207,0.51,0,265,0,0,17,6.4,265,72.9,0.06,0.99,0.51,2892.54,886.21,0.06,134,14,0.11,928.95
45761,0.61,1.51,265,4,0.11,35,13.2,261,81.07,0.1,0.94,0.6,2067.4,767.16,0.13,159,18,0.16,767.16
112625,2.66,7.55,265,20,0.21,80,30.2,245,292.71,0.63,2.27,2.46,4140.39,1159.7,0.3,651,37,0.25,1306.96
96734,0.58,0.38,265,1,0.03,19,7.2,264,76.59,0.09,0.47,0.58,2513.97,881.18,0.07,154,8,0.16,963.44
7513,5.16,23.77,265,63,0.41,153,57.7,202,460.02,0.91,1.75,3.94,5907.92,1498.2,0.58,1043,65,0.23,1498.2
130557,1.81,3.02,265,8,0.12,53,20,257,210.47,0.42,2.24,1.75,4601.78,993.94,0.2,465,25,0.24,1020.54
69791,1.13,0.75,265,2,0.11,16,6,263,133.27,0.19,1.08,1.12,1420.17,620.93,0.06,296,17,0.17,1017.42
101399,0.75,0.75,265,2,0.08,25,9.4,263,102.61,0.15,0.79,0.75,2429.33,862.45,0.09,198,14,0.2,862.45
136996,1.05,1.51,265,4,0.06,57,21.5,261,128.42,0.19,1.06,1.03,3783.69,1057.15,0.22,274,23,0.19,984.6
142714,0.7,0.75,265,2,0.04,45,17,263,97.78,0.14,1.13,0.69,2588.53,825.45,0.17,184,20,0.21,1102.53
142949,1.07,0.38,265,1,0.05,20,7.5,264,127.85,0.15,0.99,1.07,1537.73,701.02,0.08,283,20,0.14,626.06
111979,1.15,1.13,265,3,0.19,17,6.4,262,129.59,0.26,1.03,1.13,1631.68,607.34,0.06,300,12,0.23,636.45
63751,2.64,4.53,265,12,0.64,39,14.7,253,300.77,0.58,1.91,2.52,2653.92,865.69,0.15,667,26,0.23,1165.71
69270,2.06,2.26,265,6,0.24,25,9.4,259,236.3,0.45,1.21,2.01,1797.49,670.79,0.09,533,30,0.22,670.79
41864,0.88,0.75,265,2,0.04,26,9.8,263,104.04,0.18,1.24,0.87,2151.5,828.25,0.1,231,21,0.21,875.83
154946,0.83,3.02,265,8,0.19,43,16.2,257,101.2,0.1,1.46,0.8,3196.74,943.32,0.16,213,17,0.13,943.32
114999,1.06,1.13,265,3,0.06,38,14.3,262,125.6,0.26,0.83,1.05,2245.59,844.88,0.14,277,18,0.25,985.99
19927,1.14,0.38,264,1,0.05,11,4.2,263,141.75,0.2,0.92,1.14,1405.69,572.09,0.04,300,18,0.18,539.5
113862,1.59,7.58,264,20,0.48,62,23.5,244,169.46,0.28,2.28,1.47,3621.57,966.33,0.23,387,21,0.19,1043.51
18148,1.56,3.41,264,9,0.14,40,15.2,255,188.56,0.29,1.54,1.51,3999.77,831.14,0.15,399,19,0.19,848.94
43074,1.11,1.89,264,5,0.18,28,10.6,259,127.49,0.23,1.33,1.09,2320.82,719.71,0.11,288,16,0.21,786.94
166739,0.75,1.14,264,3,0.1,30,11.4,261,105.78,0.2,1.03,0.74,2765.69,769.31,0.11,196,20,0.28,836.19
66120,1.17,1.89,264,5,0.34,25,9.5,259,140.04,0.22,1.29,1.15,2152.5,757.63,0.09,304,18,0.19,861.2
193256,1.25,1.14,264,3,0.09,25,9.5,261,145.53,0.24,0.96,1.23,1516.57,595.41,0.09,325,20,0.2,883.14
58990,0.65,0.38,264,1,0.06,35,13.3,263,87.06,0.11,3.42,0.65,3213.91,1004.54,0.13,172,17,0.17,1121.02
27278,0.59,0,264,0,0,28,10.6,264,83.83,0.09,1.07,0.59,2423.56,804.75,0.11,156,17,0.15,804.75
176895,0.97,1.14,264,3,0.05,49,18.6,261,115.43,0.19,1.48,0.96,2932.06,1036.82,0.19,253,24,0.19,1058.82
92680,1.83,4.17,264,11,0.24,54,20.5,253,206.21,0.45,1.8,1.75,3545.22,1034.79,0.2,462,31,0.26,1028.88
172009,0.67,0.76,264,2,0.05,20,7.6,262,88.69,0.12,1.21,0.67,1593.82,689.91,0.08,176,10,0.18,826.73
90296,1.02,0.76,264,2,0.03,31,11.7,262,125.69,0.2,0.69,1.01,2179.48,752.72,0.12,266,27,0.2,741.72
66143,1.03,2.27,264,6,0.09,59,22.3,258,136.66,0.17,1.71,1,2976.46,1043.29,0.22,265,34,0.17,926.72
179797,0.93,0.76,264,2,0.03,20,7.6,262,108.71,0.11,0.45,0.92,1196.96,682.02,0.08,243,9,0.12,552.89
181905,1.35,5.68,264,15,0.35,45,17,249,155.51,0.25,2.3,1.27,4688.7,936.88,0.17,335,32,0.2,1098.4
90293,0.39,0,264,0,0,19,7.2,264,54.87,0.07,0.86,0.39,1442.78,846.43,0.07,102,9,0.19,846.43
215664,1.23,0.38,264,1,0.17,6,2.3,263,145.82,0.14,1.29,1.23,1363.7,540.6,0.02,324,13,0.12,540.6
146255,2.19,1.89,264,5,0.28,16,6.1,259,249.01,0.53,1.56,2.14,1810.94,549.26,0.06,566,25,0.25,619.56
139736,0.9,1.52,264,4,0.08,26,9.8,260,115.65,0.14,1.07,0.88,1902.08,707.32,0.1,233,17,0.16,1266.98
62039,0.97,0.38,264,1,0.11,9,3.4,263,110.83,0.19,0.99,0.97,697.39,531.16,0.03,255,18,0.2,531.16
83902,0.92,0.38,264,1,0.02,16,6.1,263,116.66,0.2,1.23,0.91,1500.81,610.66,0.06,241,11,0.22,544.71
68483,1.43,7.2,264,19,0.33,89,33.7,245,167.94,0.26,5.03,1.33,5156.43,1320.87,0.34,350,21,0.2,1410.17
176038,1.24,0.38,264,1,0.08,25,9.5,263,153.18,0.23,0.9,1.24,2319.36,700.25,0.09,327,18,0.19,989.8
50785,1.1,4.17,264,11,0.34,32,12.1,253,138.58,0.15,1.31,1.05,3094.64,879.82,0.12,278,28,0.14,879.82
170145,0.53,1.14,264,3,0.18,47,17.8,261,67.13,0.08,2.42,0.52,3813.3,913.35,0.18,138,16,0.14,853.98
167190,0.51,0.38,264,1,0.02,21,8,263,69.86,0.08,1.4,0.5,2605.53,928.11,0.08,133,9,0.15,891.76
150935,0.48,0,264,0,0,45,17,264,67.17,0.09,2.38,0.48,2765.06,1044.72,0.17,128,7,0.19,773.48
125156,1.28,4.17,264,11,0.24,74,28,253,155.43,0.2,1.2,1.23,4242.12,1132.56,0.28,325,23,0.17,1321.33
46946,1.28,2.27,264,6,0.59,34,12.9,258,146.43,0.2,1.37,1.25,1794.27,736.41,0.13,329,12,0.16,871.95
177477,1.27,1.89,264,5,0.15,32,12.1,259,158.61,0.19,1.46,1.25,2327.63,770.78,0.12,329,23,0.15,782.29
97952,1.41,3.79,264,10,0.11,45,17,254,162.85,0.25,1.09,1.36,2682.88,966.81,0.17,358,20,0.18,1332.41
190639,0.73,0.76,264,2,0.07,27,10.2,262,93.5,0.14,1.47,0.73,2725.34,849.79,0.1,192,14,0.2,849.79
210303,1.03,0.38,264,1,0.1,10,3.8,263,123.53,0.19,1.65,1.03,1615.49,642.5,0.04,272,19,0.18,642.5
39675,3.21,10.98,264,29,0.24,95,36,235,345.36,0.78,1.61,2.86,3337.03,1128.8,0.36,754,57,0.27,1067.43
138305,0.63,0,263,0,0,23,8.7,263,87.68,0.18,1.35,0.63,2562.14,815.73,0.09,165,21,0.28,694.24
51265,1.19,0.38,263,1,0.04,23,8.7,262,145.59,0.29,1,1.19,2358.84,697.23,0.09,313,17,0.24,697.23
157207,0.54,1.9,263,5,0.07,58,22.1,258,70.7,0.08,0.99,0.53,4827.68,1108.55,0.22,139,6,0.16,976.5
198314,0.98,0.38,263,1,0.01,30,11.4,262,129.81,0.19,1.33,0.98,2091.63,631.39,0.11,257,22,0.19,874.71
113382,1.21,3.04,263,8,0.1,62,23.6,255,142.69,0.19,1.43,1.17,3430.93,976.79,0.24,308,28,0.16,1028.4
133950,1.44,1.14,263,3,0.13,27,10.3,260,175.57,0.36,1.09,1.42,2153.46,655.67,0.1,374,31,0.25,1000.62
103877,0.71,0,263,0,0,27,10.3,263,89.37,0.12,0.95,0.71,1841.33,763.37,0.1,187,15,0.17,762.09
44784,1.3,0.76,263,2,0.03,29,11,261,160.2,0.3,0.94,1.29,2174.53,892.07,0.11,340,18,0.24,1165.69
210382,1.36,1.52,263,4,0.12,32,12.2,259,160.32,0.31,1.1,1.34,2787.05,801.6,0.12,353,21,0.23,801.6
39,5.33,28.14,263,74,0.67,136,51.7,189,396.46,1.17,1.22,3.83,7393.54,1332.55,0.52,1007,38,0.31,1120.06
29517,1.11,0.76,263,2,0.19,26,9.9,261,137.55,0.18,1.25,1.1,2120.03,840.04,0.1,289,14,0.17,961.55
177470,2.2,4.94,263,13,0.3,48,18.3,250,234.24,0.54,1.28,2.09,2682.19,831.86,0.18,549,18,0.26,940.28
208272,0.92,2.28,263,6,0.15,39,14.8,257,111.47,0.16,1.17,0.9,2597.19,942.77,0.15,236,15,0.18,1011.6
72769,2.24,8.37,263,22,0.35,73,27.8,241,236.72,0.35,1.94,2.05,2485.31,1205.62,0.28,539,22,0.17,1178.79
215498,0.69,0.38,263,1,0.04,24,9.1,262,87.73,0.16,0.69,0.69,1449.5,737.41,0.09,182,16,0.23,737.41
108919,0.82,0.38,263,1,0.02,40,15.2,262,102.97,0.17,1.77,0.82,2616.79,967.4,0.15,215,15,0.2,967.4
131084,0.77,0.38,263,1,0.02,22,8.4,262,110.93,0.17,0.75,0.77,3916.03,925.1,0.08,202,20,0.22,1151.03
206133,1.49,2.66,263,7,0.44,17,6.5,256,163.33,0.36,1.28,1.45,1387.95,527.15,0.06,382,20,0.25,858.13
24337,0.83,0.38,263,1,0.01,23,8.7,262,105.48,0.15,0.94,0.83,1623.05,673.27,0.09,218,17,0.18,841.54
134142,0.88,0.76,263,2,0.07,19,7.2,261,112.32,0.13,0.84,0.87,2302.61,737.07,0.07,230,12,0.15,661.26
181648,0.66,1.14,263,3,0.08,40,15.2,260,88.19,0.09,1.26,0.65,2865.11,970.05,0.15,172,24,0.14,970.05
28202,0.84,0.76,263,2,0.06,18,6.8,261,114.09,0.16,1.51,0.84,1985.54,747.51,0.07,220,14,0.19,726.57
172240,0.82,2.28,263,6,0.04,55,20.9,257,107.92,0.14,1.57,0.8,3427.8,1207.44,0.21,211,20,0.18,1012.7
150353,1.12,1.52,263,4,0.1,39,14.8,259,141.54,0.15,1.25,1.11,2423.25,759.35,0.15,291,23,0.13,764.28
99629,1.14,0.38,263,1,0.06,16,6.1,262,141.33,0.23,1.25,1.13,1609.83,579.55,0.06,298,19,0.2,579.55
41514,1.05,1.52,263,4,0.12,22,8.4,259,133.99,0.22,1.11,1.03,2925.74,783.34,0.08,272,12,0.21,747.86
151495,0.79,0,263,0,0,26,9.9,263,103.45,0.14,0.87,0.79,2340.13,944.74,0.1,209,7,0.18,944.74
54616,0.98,1.52,263,4,0.19,21,8,259,116.32,0.16,1.25,0.96,2169.09,669.7,0.08,253,20,0.17,669.7
101150,1.26,2.28,263,6,0.22,27,10.3,257,147.17,0.2,2.09,1.24,2326.69,751.6,0.1,325,19,0.16,751.6
7598,1.17,1.52,263,4,0.17,24,9.1,259,146.15,0.24,1.39,1.15,1696.02,661.45,0.09,303,17,0.21,661.45
