tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_HeadshotKillRatio,solo_AvgSurvivalTime
144810,1.49,1.52,527,8,0.14,92,17.5,519,188.27,0.28,1.42,1.46,3178.61,894.81,0.17,772,60,0.19,1017.34
64589,0.54,0,526,0,0,50,9.5,526,74.47,0.11,0.75,0.54,2526.56,813.17,0.1,285,32,0.2,828.72
143497,0.88,0.19,526,1,0.05,28,5.3,525,108.59,0.21,1.05,0.88,2153.02,632.85,0.05,462,30,0.24,650.55
190776,1.5,1.9,526,10,0.21,48,9.1,516,172.08,0.4,1.32,1.47,1734.83,668.65,0.09,774,37,0.27,668.65
55618,1.83,2.1,525,11,0.12,48,9.1,514,211.22,0.46,1.98,1.79,1992.47,656.25,0.09,939,43,0.26,706.02
166905,0.86,0.57,525,3,0.07,34,6.5,522,107.9,0.21,1.4,0.86,1702.57,671.17,0.06,451,26,0.25,804.48
51435,0.48,0,524,0,0,64,12.2,524,64.26,0.05,0.85,0.48,2205.13,801.01,0.12,250,16,0.1,886.59
45722,1.42,0.76,524,4,0.06,38,7.3,520,167.07,0.31,1.55,1.41,1861.99,621.74,0.07,738,49,0.22,640.47
31942,1.66,1.34,524,7,0.17,34,6.5,517,198.23,0.44,0.85,1.64,1252.49,571.15,0.06,857,50,0.27,574.44
118141,2,4.01,524,21,0.25,84,16,503,231.83,0.37,1.54,1.92,2343.92,848.88,0.16,1008,46,0.19,848.88
62658,0.85,0.38,523,2,0.06,36,6.9,521,99.98,0.15,1,0.84,1051.91,521.81,0.07,441,26,0.18,521.81
43057,1.88,2.49,523,13,0.12,82,15.7,510,224.73,0.42,1.38,1.84,3751.24,863.33,0.16,960,60,0.23,873.53
145449,1.59,1.34,523,7,0.19,26,5,516,183.4,0.45,1.1,1.56,1574.32,574.81,0.05,818,30,0.29,569.54
81704,0.81,0.96,523,5,0.07,56,10.7,518,99.27,0.17,1.79,0.8,1922.51,810.89,0.11,418,28,0.21,1028.68
123578,0.96,0.76,523,4,0.05,63,12,519,126.17,0.16,0.66,0.95,2173.03,798.36,0.12,498,36,0.17,685.97
547,1.98,10.54,522,55,0.17,304,58.2,467,214.76,0.43,12.15,1.77,6531.43,1474.65,0.58,924,128,0.25,1094.65
142603,1.44,1.53,522,8,0.04,144,27.6,514,192.35,0.31,2.33,1.42,5032.45,1222.8,0.28,741,88,0.22,1310.78
156165,0.58,0.38,522,2,0.02,41,7.9,520,79.82,0.12,1.24,0.57,1703.47,680.66,0.08,300,26,0.21,1102.41
198806,0.76,0,522,0,0,41,7.9,522,96.04,0.12,1.37,0.76,1509.85,689.93,0.08,395,28,0.16,821.71
143122,1.06,0.96,521,5,0.02,96,18.4,516,132.77,0.19,2.8,1.05,3717.37,1005.65,0.18,547,43,0.18,857.82
181927,0.89,0.77,521,4,0.07,44,8.4,517,110.59,0.19,1.22,0.88,1931.7,673.9,0.08,461,33,0.21,793.13
165432,1.34,1.35,520,7,0.33,21,4,513,163.28,0.33,0.99,1.32,1444.93,665.66,0.04,685,27,0.25,665.66
123569,0.9,1.54,520,8,0.1,53,10.2,512,111.3,0.2,1.41,0.88,2157.64,730.63,0.1,460,31,0.22,625.68
110534,0.55,0.19,520,1,0.01,46,8.8,519,79.59,0.09,0.72,0.55,1953.25,817.89,0.09,285,24,0.16,1023.22
103123,1.58,3.28,519,17,0.12,102,19.7,502,181.36,0.27,1.78,1.52,4593.37,1055.86,0.2,791,31,0.17,1038.55
69311,1,0.58,519,3,0.02,65,12.5,516,132.78,0.32,1.49,0.99,2807.87,836.94,0.13,515,49,0.32,1163.15
33571,0.92,1.73,519,9,0.22,83,16,510,110.74,0.17,1.21,0.9,3580.57,882.18,0.16,468,33,0.18,1190.81
28353,1.71,5.97,519,31,0.18,169,32.6,488,204.62,0.38,1.68,1.61,4978.84,1227.35,0.33,836,70,0.23,1227.35
124785,1.47,1.54,519,8,0.24,72,13.9,511,172.21,0.29,1.44,1.45,2292.51,896.1,0.14,751,41,0.2,843.94
207899,0.75,0.19,519,1,0.01,38,7.3,518,100.56,0.14,1.03,0.74,1936.88,764.68,0.07,386,32,0.19,962.92
171943,1.65,2.7,519,14,0.15,61,11.8,505,188.23,0.47,0.99,1.6,2129.84,805.54,0.12,832,38,0.29,793.48
173254,0.79,0.58,518,3,0.07,43,8.3,515,98.37,0.15,1.25,0.78,1513.6,618.75,0.08,406,21,0.19,618.75
164922,0.93,2.32,518,12,0.28,93,18,506,111.95,0.2,3.89,0.91,3567.76,971.71,0.18,469,40,0.22,856.83
83771,0.97,0.39,518,2,0.05,38,7.3,516,123.52,0.18,1.13,0.97,1748.9,593.15,0.07,503,45,0.19,593.15
142566,0.88,0.58,518,3,0.12,46,8.9,515,102.93,0.19,1.18,0.87,1730.63,824.14,0.09,452,20,0.22,879.25
36991,2,3.86,518,20,0.22,83,16,498,222.06,0.33,1.27,1.92,1935.36,797.1,0.16,997,65,0.17,1042.35
135953,1.03,0.39,517,2,0.05,15,2.9,515,120.16,0.15,1.01,1.02,1184.3,497.62,0.03,529,25,0.14,645.35
189470,1.07,0.39,517,2,0.04,29,5.6,515,133.62,0.27,1.21,1.07,1368.73,604.26,0.06,551,34,0.25,645.96
172251,1.5,0.58,517,3,0.15,13,2.5,514,171.83,0.26,0.83,1.49,1194.94,461.7,0.03,770,41,0.18,461.91
150251,1.41,3.09,517,16,0.17,106,20.5,501,173.55,0.34,1.45,1.37,3567.94,1055.95,0.21,707,61,0.25,1052.43
207163,0.5,0.77,517,4,0.03,75,14.5,513,75.5,0.08,2.07,0.5,4217.11,999.27,0.15,259,38,0.15,1132.62
159873,1.16,1.74,517,9,0.17,52,10.1,508,137.14,0.21,1.21,1.14,1653.56,634.98,0.1,589,41,0.18,634.98
48522,0.68,0.39,517,2,0.02,48,9.3,515,89.64,0.11,0.67,0.68,2369.93,840.65,0.09,350,19,0.16,895.53
182234,0.54,0.39,516,2,0.07,28,5.4,514,74.11,0.11,0.64,0.54,1940.26,638.78,0.05,279,17,0.2,638.78
81020,1.56,1.74,516,9,0.13,54,10.5,507,188.44,0.42,2.09,1.54,2371.12,772.76,0.1,793,46,0.28,786.46
38217,1.58,0.78,516,4,0.17,16,3.1,512,172.82,0.34,0.9,1.57,1160.42,407.89,0.03,811,42,0.22,725.98
27475,1.01,0.78,516,4,0.26,55,10.7,512,123.95,0.18,0.74,1.01,1984.16,805.75,0.11,519,27,0.18,834.89
90360,1.15,1.75,515,9,0.11,59,11.5,506,135,0.21,1.5,1.13,2394.48,757.51,0.11,581,23,0.19,783.25
25985,0.55,0.58,515,3,0.11,60,11.7,512,74.32,0.08,1.34,0.54,2579.49,829.09,0.12,280,27,0.15,1100.52
99218,0.82,0.97,515,5,0.05,50,9.7,510,100.72,0.16,1.07,0.81,3691.02,770.07,0.1,419,43,0.2,811.79
168803,1.49,1.55,515,8,0.1,43,8.3,507,167.13,0.28,1.21,1.46,2170,715.3,0.08,753,40,0.19,500.25
8704,0.63,0.39,515,2,0.03,36,7,513,83.29,0.09,1.44,0.63,2304.43,792.17,0.07,322,32,0.15,845.37
138393,1.51,2.72,515,14,0.1,124,24.1,501,184.51,0.28,0.98,1.47,3181.93,1082.55,0.24,759,44,0.19,1089.12
10870,0.84,0.58,514,3,0.03,110,21.4,511,110.79,0.14,1.84,0.83,2837.44,1091.42,0.21,427,25,0.16,1091.42
156825,1.64,1.75,514,9,0.12,79,15.4,505,196.33,0.38,2.05,1.61,2406.16,855.01,0.15,828,34,0.23,864.86
39567,1.78,1.75,514,9,0.26,34,6.6,505,198.82,0.31,1.49,1.75,1821.81,646.83,0.07,897,37,0.18,646.83
178329,0.64,0.78,513,4,0.18,37,7.2,509,80.84,0.12,0.95,0.63,1822.35,782.74,0.07,325,17,0.19,864.49
112089,1.06,1.36,513,7,0.23,56,10.9,506,123.68,0.13,0.93,1.04,1876.94,658.71,0.11,535,28,0.13,706.59
218312,0.54,0.97,513,5,0.05,55,10.7,508,71.47,0.09,0.93,0.53,2144.59,820.19,0.11,274,25,0.18,762.6
134405,1.56,0.98,512,5,0.1,25,4.9,507,176.91,0.44,1.15,1.54,1334.03,459.68,0.05,790,43,0.28,662.11
30994,1,0.78,511,4,0.15,33,6.5,507,121.58,0.22,1.31,1,1649.28,615.4,0.06,509,37,0.22,696.38
33589,0.87,0.98,511,5,0.06,42,8.2,506,113.23,0.22,1.24,0.86,1855.33,729.34,0.08,441,32,0.25,606.5
30205,3.03,11.94,511,61,0.41,169,33.1,450,296.69,0.42,1.98,2.67,2909.81,1107.23,0.33,1365,68,0.16,1118.86
51348,1.51,2.75,510,14,0.16,87,17.1,496,186,0.27,1.22,1.47,2605.31,857.5,0.17,749,64,0.18,857.5
182306,1.28,1.96,510,10,0.08,95,18.6,500,157.7,0.23,1.19,1.26,2549.05,1045.38,0.19,642,47,0.19,969.82
103422,0.67,0.39,510,2,0.05,41,8,508,86.09,0.13,0.98,0.67,1913.86,681.6,0.08,342,18,0.2,681.6
161506,1.45,1.57,509,8,0.05,58,11.4,501,173.33,0.3,2.4,1.42,2196.01,729.35,0.11,725,42,0.21,1083.15
206592,0.78,0.39,508,2,0.05,42,8.3,506,99.98,0.19,1.37,0.78,2083.12,784.1,0.08,397,30,0.24,784.1
187703,1.66,1.18,508,6,0.05,58,11.4,502,193.17,0.37,1.08,1.64,1728.77,676.87,0.11,835,54,0.23,674.24
122375,1.98,1.38,508,7,0.18,43,8.5,501,231.84,0.56,1.46,1.95,1907.73,634.17,0.08,992,50,0.28,667.72
15868,0.92,0.98,508,5,0.05,49,9.6,503,116.09,0.18,1.26,0.91,3448.66,740.83,0.1,461,31,0.2,1132.72
119758,0.86,1.38,508,7,0.13,52,10.2,501,112.19,0.16,0.8,0.85,2880.44,824.48,0.1,433,34,0.19,824.48
168517,1.05,0.59,507,3,0.1,37,7.3,504,131.89,0.17,1.01,1.05,1366.1,683.44,0.07,531,28,0.16,770.27
151821,1.35,0.99,507,5,0.08,58,11.4,502,167.6,0.25,1.95,1.34,2049.23,768.9,0.11,678,42,0.19,777.36
39157,1.48,8.28,507,42,0.26,221,43.6,465,163.82,0.23,1.65,1.36,7066.74,1334.72,0.44,690,72,0.17,1342.5
159445,0.94,0.79,506,4,0.13,35,6.9,502,118.38,0.21,0.7,0.93,1961.34,573.92,0.07,473,31,0.22,525.44
38089,1.97,3.75,506,19,0.44,79,15.6,487,225.06,0.57,1.53,1.9,4478.39,914.22,0.16,960,54,0.3,1272.08
48609,0.74,2.57,506,13,0.16,173,34.2,493,92.71,0.12,2.53,0.72,4315.33,1181.61,0.34,363,37,0.17,1112.13
50933,1.03,1.19,506,6,0.06,37,7.3,500,122.56,0.23,0.91,1.02,2139.29,723.69,0.07,515,24,0.23,927.07
5525,0.99,0.59,506,3,0.05,31,6.1,503,131.7,0.14,0.99,0.99,1581.73,705.52,0.06,499,38,0.14,649.7
89301,0.78,0.4,505,2,0.02,43,8.5,503,105.37,0.11,0.7,0.77,2943.82,914.33,0.09,391,42,0.15,978.53
211044,0.71,0.2,505,1,0.01,36,7.1,504,92.74,0.12,1.15,0.71,1715.56,683.16,0.07,357,35,0.17,980.2
101319,0.74,0.2,505,1,0.02,44,8.7,504,103.4,0.17,1.04,0.73,2347.2,832.29,0.09,371,33,0.23,832.29
70515,1.08,0.79,505,4,0.07,29,5.7,501,131.65,0.16,1.41,1.07,2326.08,672.92,0.06,541,33,0.15,753.61
42579,0.57,0.2,504,1,0.01,75,14.9,503,85.5,0.12,1.35,0.57,2496.93,949.24,0.15,286,33,0.21,654.37
52233,0.84,0.99,504,5,0.04,58,11.5,499,108.93,0.19,0.89,0.83,2059.39,758.85,0.12,418,28,0.23,914.46
91573,0.65,0.2,504,1,0.02,48,9.5,503,85.07,0.12,0.78,0.65,2624.28,689.21,0.1,329,27,0.18,689.21
145696,0.76,0.2,504,1,0.01,49,9.7,503,97.08,0.1,1.28,0.75,2421.56,878.1,0.1,380,22,0.13,1065.25
45114,1.13,1.79,503,9,0.52,33,6.6,494,144.85,0.28,0.98,1.11,2126.6,644.92,0.07,558,40,0.25,655.88
115209,0.81,0,502,0,0,31,6.2,502,104.93,0.2,1.33,0.81,1919.9,775.78,0.06,407,37,0.25,770.7
185329,0.48,0,502,0,0,35,7,502,70.21,0.11,1.95,0.48,2045.95,804.84,0.07,240,20,0.23,804.84
67964,2.2,2.39,502,12,0.2,62,12.4,490,244.34,0.41,1.24,2.14,2332.88,749.55,0.12,1076,53,0.19,753.64
219513,0.64,0.4,502,2,0.03,38,7.6,500,92.19,0.13,1.18,0.64,2455.78,775.61,0.08,320,32,0.21,895.93
209606,1.24,0,502,0,0,24,4.8,502,145.95,0.26,1.3,1.24,771.8,432.75,0.05,623,40,0.21,432.75
200997,0.82,1.2,502,6,0.11,53,10.6,496,97.57,0.11,1.59,0.81,2422.17,785.3,0.11,405,30,0.13,785.3
210718,0.73,1.59,502,8,0.36,48,9.6,494,100.74,0.15,1.56,0.72,2307.76,850.52,0.1,362,30,0.21,991.56
44186,1.97,4.58,502,23,0.09,131,26.1,479,232.44,0.41,2.8,1.88,4212.6,1096.5,0.26,945,66,0.22,856.05
189272,1.19,0.6,500,3,0.35,37,7.4,497,136.58,0.18,0.9,1.18,1984.6,688.07,0.07,589,30,0.15,854.48
115809,1.06,0.8,500,4,0.09,36,7.2,496,134.29,0.19,1.6,1.05,2179.45,731.52,0.07,526,37,0.18,842.2
90612,0.86,0.6,500,3,0.04,47,9.4,497,105.5,0.18,1.49,0.85,1952.42,724.05,0.09,425,36,0.22,639.3
152640,0.66,1,500,5,0.09,57,11.4,495,83.34,0.12,1.61,0.65,3091.34,947.97,0.11,325,20,0.18,947.97
80819,0.88,1.4,500,7,0.08,68,13.6,493,113.1,0.15,1.62,0.86,2961.15,842.27,0.14,432,39,0.18,830.36
166394,0.82,2,500,10,0.04,139,27.8,490,99.38,0.17,2.03,0.8,3366.4,1082.24,0.28,401,41,0.21,1417.38
148643,1.43,2.2,500,11,0.05,79,15.8,489,182.6,0.26,1.46,1.4,2455.1,833.9,0.16,700,50,0.18,772.16
216629,1.64,2.61,499,13,0.43,50,10,486,192.02,0.4,1.48,1.6,2067.4,772.16,0.1,798,47,0.25,708.55
62170,0.99,1,498,5,0.05,37,7.4,493,125.36,0.2,0.98,0.98,2260.78,698.4,0.07,489,37,0.21,672.78
37602,1.04,1,498,5,0.06,64,12.9,493,134.27,0.22,1.24,1.03,1941.43,878.65,0.13,514,38,0.22,751.91
1808,3.18,6.02,498,30,0.32,84,16.9,468,327.3,0.75,1.81,2.99,2412.26,746.07,0.17,1488,67,0.25,666.6
101732,1.78,5.42,498,27,0.12,118,23.7,471,195.93,0.34,2.23,1.68,3206.51,1040.97,0.24,839,49,0.2,967.51
182840,0.6,0.6,498,3,0.08,46,9.2,495,84.17,0.14,2.14,0.6,2593.29,885.04,0.09,298,29,0.23,789.88
170970,0.78,0.8,498,4,0.06,67,13.5,494,102.55,0.12,1.18,0.78,2207.24,892.02,0.13,387,30,0.16,932.63
90978,0.81,0.8,498,4,0.17,29,5.8,494,100.4,0.21,0.77,0.81,1417.62,661.74,0.06,402,23,0.26,782.45
40391,1.05,0.2,497,1,0.03,34,6.8,496,126.44,0.18,0.85,1.05,1470.61,589.58,0.07,522,38,0.17,589.58
9486,1.53,1.21,497,6,0.09,44,8.9,491,172.47,0.26,1.44,1.52,1588.47,655.15,0.09,753,32,0.17,469.99
48524,1.11,1.21,497,6,0.04,78,15.7,491,135.72,0.14,1.52,1.1,1814.81,792.64,0.16,547,42,0.13,797.33
175437,0.64,0,497,0,0,40,8,497,82.31,0.16,1.18,0.64,1664.67,704.03,0.08,317,26,0.25,704.03
19355,1.53,1.01,497,5,0.17,41,8.2,492,171.27,0.27,1.08,1.52,1450.42,640.21,0.08,755,38,0.18,851.25
131415,0.67,0.2,497,1,0.03,31,6.2,496,91.57,0.15,1.33,0.67,2298.35,733.6,0.06,332,30,0.23,733.6
126726,1.44,1.61,497,8,0.27,30,6,489,162.35,0.3,0.9,1.42,1205.17,506.83,0.06,704,45,0.21,527.46
43454,0.72,0.2,496,1,0.02,90,18.1,495,100.47,0.15,1.83,0.72,3011.32,979.06,0.18,355,46,0.21,1200.82
139451,0.63,0.6,496,3,0.05,33,6.7,493,81.31,0.18,1.33,0.63,2504.46,763.72,0.07,313,29,0.28,829.12
25801,1.09,2.02,496,10,0.15,54,10.9,486,132.2,0.17,1.59,1.07,2124.45,734,0.11,532,33,0.15,726.61
130570,0.81,0.4,496,2,0.08,26,5.2,494,103.61,0.19,0.58,0.8,1920.91,615.13,0.05,398,34,0.23,615.13
18340,1.36,0,495,0,0,73,14.7,495,160.98,0.42,1.2,1.36,2835.08,835.94,0.15,671,75,0.31,859.4
35024,1.37,0.4,495,2,0.08,31,6.3,493,174.21,0.31,1.53,1.37,1903.7,668.02,0.06,676,39,0.23,671.14
91820,0.58,1.21,495,6,0.07,69,13.9,489,78.16,0.06,1.23,0.57,3215.12,932.17,0.14,283,21,0.11,841.38
158289,0.71,0.2,495,1,0.01,47,9.5,494,91.79,0.15,0.85,0.71,2037.98,817.92,0.09,351,26,0.22,818.87
135034,0.6,0.4,495,2,0.05,56,11.3,493,85.11,0.11,1.22,0.59,2290.36,837.44,0.11,294,23,0.19,996.37
187673,0.73,0.81,495,4,0.02,86,17.4,491,93.7,0.12,0.94,0.72,2828.33,939.41,0.17,356,34,0.17,1301.44
30686,0.7,1.41,495,7,0.07,98,19.8,488,85.14,0.11,2.33,0.69,2758.88,1119.04,0.2,343,31,0.15,1119.04
46648,0.78,0.4,494,2,0.02,66,13.4,492,108.99,0.16,1.49,0.77,2939.39,927.23,0.13,382,32,0.21,912.32
216046,1.45,1.21,494,6,0.09,68,13.8,488,174.46,0.28,1.34,1.43,1733.15,810.48,0.14,706,44,0.2,810.48
118510,0.91,0.61,494,3,0.07,42,8.5,491,114.87,0.14,0.85,0.91,1711.23,640.89,0.09,448,19,0.15,640.89
81843,0.99,1.21,494,6,0.1,43,8.7,488,124.35,0.16,1.44,0.98,1816.68,718.64,0.09,483,27,0.17,802.27
189703,0.66,0.61,493,3,0.08,38,7.7,490,81.11,0.12,1.14,0.65,2118.3,743.31,0.08,321,24,0.19,743.31
151658,0.76,0.61,493,3,0.06,55,11.2,490,99.51,0.15,1.09,0.76,1566.69,813,0.11,373,27,0.2,914.92
45642,2.44,2.64,493,13,0.29,42,8.5,480,254.99,0.61,1.72,2.37,2122.89,588.95,0.09,1169,46,0.26,679.36
35239,1.99,7.1,493,35,0.16,217,44,458,240.67,0.57,2.21,1.85,5888.28,1372.81,0.44,913,96,0.31,1372.81
14075,0.83,0.81,493,4,0.05,88,17.8,489,110.06,0.11,0.76,0.82,3477.09,933.35,0.18,406,32,0.14,933.35
23100,1.3,2.43,493,12,0.1,84,17,481,164.89,0.35,1.3,1.27,4224.54,1067.04,0.17,626,48,0.28,1210.23
88276,1.65,1.22,493,6,0.29,21,4.3,487,189.39,0.31,1.3,1.63,1961.39,524.9,0.04,805,41,0.19,524.9
141108,0.69,0.2,492,1,0.01,59,12,491,91.73,0.13,0.89,0.69,2622.32,828.73,0.12,340,32,0.19,1349.69
4037,2.65,9.76,492,48,0.23,180,36.6,444,270.25,0.47,2.06,2.39,4350.81,1176.45,0.37,1175,63,0.2,1219.36
179943,1.38,0.41,492,2,0.04,17,3.5,490,150.47,0.34,0.87,1.37,752.88,367.4,0.03,675,28,0.25,454.73
125813,1.03,0,492,0,0,29,5.9,492,134.49,0.18,1.52,1.03,1994.55,769.07,0.06,509,36,0.18,769.07
127767,1.26,1.22,492,6,0.14,42,8.5,486,143.73,0.27,1.41,1.24,1658.8,747.26,0.09,612,24,0.21,747.26
110148,2.91,4.89,491,24,0.13,92,18.7,467,298.3,0.62,1.99,2.77,2938.76,877.56,0.19,1361,46,0.22,1134.11
42354,1.28,1.63,491,8,0.19,31,6.3,483,148.52,0.25,1.46,1.26,1572.74,642.37,0.06,618,26,0.2,626.84
85480,1.11,1.02,491,5,0.17,30,6.1,486,130.79,0.17,1.06,1.1,1631.58,558.28,0.06,538,23,0.15,642.55
9484,0.67,0.61,491,3,0.03,48,9.8,488,90.5,0.15,1.02,0.66,2483.82,781.1,0.1,326,24,0.23,1332.22
127542,1.1,0.61,491,3,0.21,42,8.6,488,134.64,0.19,1.82,1.09,1969.2,659.77,0.09,535,34,0.17,642.1
36265,0.86,1.02,491,5,0.05,51,10.4,486,110.33,0.16,1.39,0.85,2827.15,814.62,0.1,418,26,0.18,735.22
122136,1.41,1.02,491,5,0.26,30,6.1,486,167.88,0.28,1.15,1.4,1584.71,604.51,0.06,686,43,0.2,741.41
29922,0.1,0.2,490,1,0,160,32.7,489,15.59,0.01,5.8,0.1,5755.2,1168.23,0.33,51,15,0.06,1228.31
208373,0.54,0.41,490,2,0.05,38,7.8,488,73.9,0.08,0.74,0.54,1581.85,711.78,0.08,263,27,0.15,711.78
102020,0.89,0.82,490,4,0.04,96,19.6,486,117.88,0.2,1.09,0.89,3578.46,1003.66,0.2,434,36,0.22,820.97
40658,1.18,0.2,489,1,0.04,14,2.9,488,142.12,0.2,1.08,1.18,938.85,460.29,0.03,575,35,0.17,278.85
182606,0.35,0,489,0,0,44,9,489,46.31,0.07,0.83,0.35,2200.09,791.98,0.09,169,15,0.19,785.36
48064,0.9,1.02,489,5,0.03,82,16.8,484,108.99,0.17,1.27,0.89,1737.04,920.78,0.17,435,27,0.19,1024
177035,1.26,1.23,488,6,0.1,38,7.8,482,151.78,0.27,1.72,1.24,1669.46,664.21,0.08,605,43,0.22,737.13
33579,0.6,0.41,488,2,0.01,68,13.9,486,82.11,0.09,1.73,0.6,2733.78,842.78,0.14,291,34,0.15,1031.81
130692,1.57,1.02,488,5,0.04,58,11.9,483,187.8,0.29,1.62,1.56,2188.03,824.25,0.12,759,50,0.19,1152.77
210453,0.65,0,488,0,0,34,7,488,81.59,0.14,1.01,0.65,1375.34,751.01,0.07,316,23,0.22,712.96
173949,0.6,0.41,487,2,0.11,19,3.9,485,75.92,0.12,0.56,0.59,1353.46,627.77,0.04,289,25,0.2,627.77
146510,1.11,0.62,487,3,0.03,63,12.9,484,148.31,0.28,1.16,1.11,2848.04,821.71,0.13,539,36,0.25,771.59
212194,1.27,0.82,487,4,0.06,38,7.8,483,151.96,0.28,0.82,1.26,1717.3,679.09,0.08,612,26,0.22,599.99
19775,1.1,0.41,487,2,0.02,38,7.8,485,147.71,0.25,1.63,1.1,1886.31,697.25,0.08,535,34,0.23,443.45
69268,2.1,5.76,486,28,0.26,110,22.6,458,236.59,0.48,1.79,1.98,2576.24,928.56,0.23,963,66,0.24,974.92
127422,0.9,0.21,485,1,0.04,27,5.6,484,108.91,0.17,1.21,0.9,1371.32,557.37,0.06,435,26,0.19,557.37
118475,0.63,0.62,485,3,0.03,39,8,482,90.38,0.12,1.23,0.62,2130.96,728.94,0.08,302,35,0.19,974
96672,1.24,0.62,485,3,0.14,30,6.2,482,142.51,0.19,1.23,1.24,1107,510.25,0.06,600,32,0.15,545.44
30255,1.56,2.47,485,12,0.21,56,11.5,473,193.95,0.32,1.22,1.52,2627.67,750.04,0.12,736,52,0.21,750.04
26473,1.03,2.27,484,11,0.06,100,20.7,473,131.67,0.21,1.37,1.01,2752.8,1076.81,0.21,489,47,0.21,1008.35
134123,0.63,0.41,484,2,0.07,36,7.4,482,83.41,0.17,0.96,0.63,1872.92,736.81,0.07,304,20,0.26,520.53
141971,1.04,2.27,484,11,0.11,92,19,473,131.94,0.22,2.65,1.02,3707.05,1061.76,0.19,494,54,0.21,1034.99
90274,0.78,2.27,484,11,0.1,83,17.1,473,98.96,0.12,1.42,0.76,2829.61,898.57,0.17,369,32,0.16,1040.37
141214,0.55,1.45,484,7,0.33,72,14.9,477,75.71,0.09,1.41,0.54,2455.09,990.54,0.15,262,29,0.17,1336.55
23938,1.2,3.31,484,16,0.16,100,20.7,468,145.94,0.18,2.06,1.16,4394.75,1074.72,0.21,562,39,0.16,888.02
47025,1.49,3.93,484,19,0.13,151,31.2,465,173.62,0.25,1.45,1.43,5041.48,1136.7,0.31,692,46,0.17,1139.11
132196,0.43,0.41,484,2,0.07,53,11,482,67.15,0.06,0.54,0.43,2642.41,915.26,0.11,209,24,0.14,1078.65
43200,1.6,1.04,483,5,0.29,32,6.6,478,183.99,0.46,1.45,1.58,1972.43,663.44,0.07,763,29,0.29,715.21
26181,1.14,1.04,483,5,0.06,45,9.3,478,141.51,0.25,1.33,1.13,2918.53,847.47,0.09,546,37,0.22,1296.65
37028,1.16,1.86,483,9,0.09,68,14.1,474,136.52,0.24,1.39,1.14,1927.64,821.64,0.14,550,29,0.21,770.65
89487,0.88,1.66,483,8,0.25,33,6.8,475,107.25,0.2,0.93,0.86,1595.54,682.65,0.07,416,23,0.24,692.19
35736,0.96,1.24,483,6,0.08,78,16.1,477,122.92,0.19,1.24,0.95,2213.56,924.71,0.16,458,38,0.2,924.71
157453,1.16,1.24,482,6,0.04,80,16.6,476,144.88,0.3,2.58,1.14,3421.95,975.44,0.17,550,43,0.26,978.1
7061,1.95,2.28,482,11,0.35,54,11.2,471,231.3,0.45,2.05,1.9,2092.75,791.73,0.11,918,54,0.24,780.33
201194,0.91,0.62,482,3,0.01,73,15.1,479,109.24,0.12,1.4,0.9,2608.29,984.25,0.15,434,34,0.13,932.5
146334,0.81,0.83,482,4,0.22,40,8.3,478,95.66,0.12,0.94,0.8,1457.17,670.52,0.08,387,23,0.15,709.32
28716,3.86,14.97,481,72,0.35,187,38.9,409,364.58,0.71,2.52,3.28,5821.7,1223.99,0.39,1579,101,0.22,1007.89
184317,0.83,0.83,481,4,0.03,61,12.7,477,103.98,0.21,0.94,0.82,2531.79,885.57,0.13,395,25,0.25,843.72
76572,0.51,0.21,481,1,0.02,43,8.9,480,73.45,0.09,0.76,0.51,2861.53,889.93,0.09,243,20,0.18,889.93
129656,1.56,1.25,481,6,0.29,48,10,475,173.54,0.32,1.46,1.54,1758.71,711.2,0.1,739,31,0.21,824.93
135029,1.43,1.46,480,7,0.37,51,10.6,473,181.64,0.27,1.6,1.41,1812.32,752.74,0.11,675,53,0.19,1164.15
137463,0.84,1.88,480,9,0.19,58,12.1,471,97.31,0.17,0.96,0.82,2421.36,814.81,0.12,394,21,0.21,894.44
152017,1.85,4.58,480,22,0.16,116,24.2,458,206.44,0.38,1.71,1.76,3494.86,1034.61,0.24,847,42,0.21,985.55
20836,1.99,1.88,480,9,0.19,33,6.9,471,222.63,0.4,1.24,1.95,1374.93,561.78,0.07,935,56,0.21,416.19
25476,1.36,2.08,480,10,0.11,84,17.5,470,165.75,0.25,1.63,1.33,2685.97,813.51,0.18,639,30,0.19,760.01
29875,0.71,0.21,480,1,0.01,43,9,479,94.22,0.15,1.74,0.71,2705.91,748.51,0.09,341,22,0.21,783.44
20133,1.29,4.59,479,22,0.35,152,31.7,457,152.9,0.26,3.39,1.23,4882.81,1260.3,0.32,590,56,0.21,1457.36
46288,1.13,2.92,479,14,0.1,102,21.3,465,142.36,0.25,3.07,1.1,3493.81,1022.11,0.21,527,36,0.23,984.78
180248,1.48,0.42,479,2,0.12,29,6.1,477,175.95,0.33,1.79,1.47,1767.88,673.91,0.06,704,18,0.23,687.76
47698,0.93,1.04,479,5,0.06,43,9,474,128.84,0.16,1.26,0.92,1919.22,776.83,0.09,443,37,0.17,1286.06
